code,name,description,refreshed_at,from_date,to_date
BOM500251,TRENT LTD. EOD Prices,End of Day prices and additional trading information for TRENT LTD. EOD Prices.,2019-02-01 13:23:47,1992-03-02,2019-01-31
BOM500252,LAKSHMI MACHINE WORKS LTD. EOD Prices,End of Day prices and additional trading information for LAKSHMI MACHINE WORKS LTD. EOD Prices.,2019-02-01 13:23:47,1992-03-02,2019-01-31
BOM500253,LIC HOUSING FINANCE LTD. EOD Prices,End of Day prices and additional trading information for LIC HOUSING FINANCE LTD. EOD Prices.,2019-02-01 13:23:47,2015-09-14,2019-01-31
BOM500254,UTTAM VALUE STEELS LTD. EOD Prices,End of Day prices and additional trading information for UTTAM VALUE STEELS LTD. EOD Prices.,2019-02-01 13:23:47,1992-03-02,2019-01-31
BOM500255,LML LTD. EOD Prices,End of Day prices and additional trading information for LML LTD. EOD Prices.,2019-02-01 13:23:47,1992-03-02,2018-05-14
BOM500256,LOK HOUSING & CONSTRUCTIONS LTD.-$ EOD Prices,End of Day prices and additional trading information for LOK HOUSING & CONSTRUCTIONS LTD.-$ EOD Prices.,2019-02-01 13:23:47,1992-03-02,2017-05-22
BOM500257,LUPIN LTD. EOD Prices,End of Day prices and additional trading information for LUPIN LTD. EOD Prices.,2019-02-01 13:23:47,2015-09-14,2019-01-31
BOM500259,LYKA LABS LTD. EOD Prices,End of Day prices and additional trading information for LYKA LABS LTD. EOD Prices.,2019-02-01 13:23:47,1992-03-02,2019-01-31
BOM500260,The Ramco Cements Limited EOD Prices,End of Day prices and additional trading information for The Ramco Cements Limited EOD Prices.,2019-02-01 13:23:47,1992-03-02,2019-01-31
BOM500264,MAFATLAL INDUSTRIES LTD.-$ EOD Prices,End of Day prices and additional trading information for MAFATLAL INDUSTRIES LTD.-$ EOD Prices.,2019-02-01 13:23:47,1992-03-02,2019-01-31
BOM500265,MAHARASHTRA SEAMLESS LTD. EOD Prices,End of Day prices and additional trading information for MAHARASHTRA SEAMLESS LTD. EOD Prices.,2019-02-01 13:23:47,1992-03-02,2019-01-31
BOM500266,MAHARASHTRA SCOOTERS LTD. EOD Prices,End of Day prices and additional trading information for MAHARASHTRA SCOOTERS LTD. EOD Prices.,2019-02-01 13:23:47,1992-03-02,2019-01-31
BOM500267,MAJESTIC AUTO LTD.-$ EOD Prices,End of Day prices and additional trading information for MAJESTIC AUTO LTD.-$ EOD Prices.,2019-02-01 13:23:47,1992-03-02,2019-01-31
BOM500268,MANALI PETROCHEMICAL LTD. EOD Prices,End of Day prices and additional trading information for MANALI PETROCHEMICAL LTD. EOD Prices.,2019-02-01 13:23:47,1992-03-02,2019-01-31
BOM500271,Max Financial Services Ltd EOD Prices,End of Day prices and additional trading information for Max Financial Services Ltd EOD Prices.,2019-02-01 13:23:47,1992-03-02,2019-01-31
BOM500277,MID INDIA INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for MID INDIA INDUSTRIES LTD. EOD Prices.,2019-02-01 13:23:47,2015-06-02,2018-12-10
BOM500279,MIRC ELECTRONICS LTD. EOD Prices,End of Day prices and additional trading information for MIRC ELECTRONICS LTD. EOD Prices.,2019-02-01 13:23:47,2015-09-14,2019-01-31
BOM500280,CENTURY ENKA LTD. EOD Prices,End of Day prices and additional trading information for CENTURY ENKA LTD. EOD Prices.,2019-02-01 13:23:47,1991-01-03,2019-01-31
BOM500284,LORDS CHLORO ALKALI LTD. EOD Prices,End of Day prices and additional trading information for LORDS CHLORO ALKALI LTD. EOD Prices.,2019-02-01 13:23:47,1992-03-02,2019-01-31
BOM500285,SPICEJET LTD. EOD Prices,End of Day prices and additional trading information for SPICEJET LTD. EOD Prices.,2019-02-01 13:23:47,1995-05-02,2019-01-31
BOM500288,MOREPEN LABORATORIES LTD. EOD Prices,End of Day prices and additional trading information for MOREPEN LABORATORIES LTD. EOD Prices.,2019-02-01 13:23:47,1995-05-02,2019-01-31
BOM500290,MRF LTD. EOD Prices,End of Day prices and additional trading information for MRF LTD. EOD Prices.,2019-02-01 13:23:47,1991-01-02,2019-01-31
BOM500292,HEIDELBERGCEMENT INDIA LTD. EOD Prices,End of Day prices and additional trading information for HEIDELBERGCEMENT INDIA LTD. EOD Prices.,2019-02-01 13:23:47,1992-03-02,2019-01-31
BOM500294,NCC Limited EOD Prices,End of Day prices and additional trading information for NCC Limited EOD Prices.,2019-02-01 13:23:47,1995-05-02,2019-01-31
BOM500295,Vedanta Limited EOD Prices,End of Day prices and additional trading information for Vedanta Limited EOD Prices.,2019-02-01 13:23:47,1991-01-07,2019-01-31
BOM500296,NAHAR SPINNING MILLS LTD. EOD Prices,End of Day prices and additional trading information for NAHAR SPINNING MILLS LTD. EOD Prices.,2019-02-01 13:23:47,1992-03-02,2019-01-31
BOM500298,NATIONAL PEROXIDE LTD. EOD Prices,End of Day prices and additional trading information for NATIONAL PEROXIDE LTD. EOD Prices.,2019-02-01 13:23:47,1992-03-02,2019-01-31
BOM500300,GRASIM INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for GRASIM INDUSTRIES LTD. EOD Prices.,2019-02-01 13:23:47,1991-01-02,2019-01-31
BOM500301,NEPC INDIA LTD. EOD Prices,End of Day prices and additional trading information for NEPC INDIA LTD. EOD Prices.,2019-02-01 13:23:47,1992-03-02,2017-11-06
BOM500302,PIRAMAL ENTERPRISES LTD. EOD Prices,End of Day prices and additional trading information for PIRAMAL ENTERPRISES LTD. EOD Prices.,2019-02-01 13:23:47,2015-09-14,2019-01-31
BOM500303,ADITYA BIRLA NUVO LTD. EOD Prices,End of Day prices and additional trading information for ADITYA BIRLA NUVO LTD. EOD Prices.,2019-02-01 13:23:47,2015-09-14,2017-07-04
BOM500304,NIIT LTD. EOD Prices,End of Day prices and additional trading information for NIIT LTD. EOD Prices.,2019-02-01 13:23:47,1995-05-03,2019-01-31
BOM500306,JAYKAY ENTERPRISES LTD. EOD Prices,End of Day prices and additional trading information for JAYKAY ENTERPRISES LTD. EOD Prices.,2019-02-01 13:23:47,1991-01-02,2019-01-31
BOM500307,NIRLON LTD. EOD Prices,End of Day prices and additional trading information for NIRLON LTD. EOD Prices.,2019-02-01 13:23:47,1992-03-02,2019-01-31
BOM500310,Novopan Industries Ltd. EOD Prices,End of Day prices and additional trading information for Novopan Industries Ltd. EOD Prices.,2015-11-12 11:56:30,1996-04-03,2014-10-31
BOM500312,OIL AND NATURAL GAS CORPORATION LTD. EOD Prices,End of Day prices and additional trading information for OIL AND NATURAL GAS CORPORATION LTD. EOD Prices.,2019-02-01 13:23:47,1996-03-18,2019-01-31
BOM500313,OIL COUNTRY TUBULAR LTD. EOD Prices,End of Day prices and additional trading information for OIL COUNTRY TUBULAR LTD. EOD Prices.,2019-02-01 13:23:47,1992-03-02,2019-01-31
BOM500314,ORIENTAL HOTELS LTD. EOD Prices,End of Day prices and additional trading information for ORIENTAL HOTELS LTD. EOD Prices.,2019-02-01 13:23:47,2015-09-11,2019-01-31
BOM500315,ORIENTAL BANK OF COMMERCE EOD Prices,End of Day prices and additional trading information for ORIENTAL BANK OF COMMERCE EOD Prices.,2019-02-01 13:23:47,1995-05-02,2019-01-31
BOM500317,OSWAL AGRO MILLS LTD. EOD Prices,End of Day prices and additional trading information for OSWAL AGRO MILLS LTD. EOD Prices.,2019-02-01 13:23:47,1992-03-02,2019-01-31
BOM500318,Oswal Spinning & Weaving Mills Ltd. EOD Prices,End of Day prices and additional trading information for Oswal Spinning & Weaving Mills Ltd. EOD Prices.,2015-11-12 11:56:30,1992-03-02,2015-11-09
BOM500319,INDIAN SUCROSE LTD. EOD Prices,End of Day prices and additional trading information for INDIAN SUCROSE LTD. EOD Prices.,2019-02-01 13:23:47,1995-05-02,2019-01-31
BOM500322,PANYAM CEMENTS & MINERAL INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for PANYAM CEMENTS & MINERAL INDUSTRIES LTD. EOD Prices.,2019-02-01 13:23:47,1992-03-02,2019-01-31
BOM500325,RELIANCE INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for RELIANCE INDUSTRIES LTD. EOD Prices.,2019-02-01 13:23:47,1991-01-02,2019-01-31
BOM500327,Pil Italica Lifestyle Ltd EOD Prices,End of Day prices and additional trading information for Pil Italica Lifestyle Ltd EOD Prices.,2019-02-01 13:23:47,1995-05-02,2019-01-31
BOM500329,PENTAMEDIA GRAPHICS LTD. EOD Prices,End of Day prices and additional trading information for PENTAMEDIA GRAPHICS LTD. EOD Prices.,2019-02-01 13:23:47,1995-05-02,2019-01-31
BOM500330,RAYMOND LTD. EOD Prices,End of Day prices and additional trading information for RAYMOND LTD. EOD Prices.,2019-02-01 13:23:47,1991-01-02,2019-01-31
BOM500331,PIDILITE INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for PIDILITE INDUSTRIES LTD. EOD Prices.,2019-02-01 13:23:47,1995-05-02,2019-01-31
BOM500333,PIX TRANSMISSIONS LTD. EOD Prices,End of Day prices and additional trading information for PIX TRANSMISSIONS LTD. EOD Prices.,2019-02-01 13:23:47,1992-03-02,2019-01-31
BOM500335,BIRLA CORPORATION LTD. EOD Prices,End of Day prices and additional trading information for BIRLA CORPORATION LTD. EOD Prices.,2019-02-01 13:23:47,1992-01-03,2019-01-31
BOM500336,SURYA ROSHNI LTD. EOD Prices,End of Day prices and additional trading information for SURYA ROSHNI LTD. EOD Prices.,2019-02-01 13:23:48,1992-03-02,2019-01-31
BOM500337,PRIME SECURITIES LTD. EOD Prices,End of Day prices and additional trading information for PRIME SECURITIES LTD. EOD Prices.,2019-02-01 13:23:48,1995-05-02,2019-01-31
BOM500338,Prism Johnson Ltd EOD Prices,End of Day prices and additional trading information for Prism Johnson Ltd EOD Prices.,2019-02-01 13:23:48,1995-05-02,2019-01-31
BOM500339,Rain Industries Ltd EOD Prices,End of Day prices and additional trading information for Rain Industries Ltd EOD Prices.,2019-02-01 13:23:48,1992-03-02,2019-01-31
BOM500343,AMJ Land Holdings Ltd EOD Prices,End of Day prices and additional trading information for AMJ Land Holdings Ltd EOD Prices.,2019-02-01 13:23:48,1992-03-02,2019-01-31
BOM500346,PUNJAB COMMUNICATIONS LTD.-$ EOD Prices,End of Day prices and additional trading information for PUNJAB COMMUNICATIONS LTD.-$ EOD Prices.,2019-02-01 13:23:48,2015-09-14,2019-01-31
BOM500350,RSWM LTD. EOD Prices,End of Day prices and additional trading information for RSWM LTD. EOD Prices.,2019-02-01 13:23:48,1992-03-02,2019-01-31
BOM500354,RAJSHREE SUGARS & CHEMICALS LTD. EOD Prices,End of Day prices and additional trading information for RAJSHREE SUGARS & CHEMICALS LTD. EOD Prices.,2019-02-01 13:23:47,1992-03-02,2019-01-30
BOM500355,RALLIS INDIA LTD. EOD Prices,End of Day prices and additional trading information for RALLIS INDIA LTD. EOD Prices.,2019-02-01 13:23:48,1992-03-02,2019-01-31
BOM500356,SHREE RAMA NEWSPRINT LTD. EOD Prices,End of Day prices and additional trading information for SHREE RAMA NEWSPRINT LTD. EOD Prices.,2019-02-01 13:23:48,1995-05-02,2019-01-31
BOM500357,RAMA PAPER MILLS LTD. EOD Prices,End of Day prices and additional trading information for RAMA PAPER MILLS LTD. EOD Prices.,2019-02-01 13:23:48,1995-05-02,2019-01-31
BOM500358,RAMA PETROCHEMICALS LTD. EOD Prices,End of Day prices and additional trading information for RAMA PETROCHEMICALS LTD. EOD Prices.,2019-02-01 13:23:48,1992-03-02,2019-01-17
BOM500359,Ranbaxy Laboratories Ltd. EOD Prices,End of Day prices and additional trading information for Ranbaxy Laboratories Ltd. EOD Prices.,2015-11-12 11:56:30,1992-03-02,2015-04-01
BOM500360,RAPICUT CARBIDES LTD. EOD Prices,End of Day prices and additional trading information for RAPICUT CARBIDES LTD. EOD Prices.,2019-02-01 13:23:48,1992-03-02,2019-01-31
BOM500365,RMG Alloy Steel Limited EOD Prices,End of Day prices and additional trading information for RMG Alloy Steel Limited EOD Prices.,2019-02-01 13:23:48,1995-05-02,2019-01-31
BOM500366,ROLTA INDIA LTD. EOD Prices,End of Day prices and additional trading information for ROLTA INDIA LTD. EOD Prices.,2019-02-01 13:23:48,1992-03-02,2019-01-31
BOM500367,RUBFILA INTERNATIONAL LTD. EOD Prices,End of Day prices and additional trading information for RUBFILA INTERNATIONAL LTD. EOD Prices.,2019-02-01 13:23:48,1995-05-02,2019-01-31
BOM500368,RUCHI SOYA INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for RUCHI SOYA INDUSTRIES LTD. EOD Prices.,2019-02-01 13:23:48,1992-03-02,2019-01-31
BOM500370,SALORA INTERNATIONAL LTD. EOD Prices,End of Day prices and additional trading information for SALORA INTERNATIONAL LTD. EOD Prices.,2019-02-01 13:23:48,1995-05-03,2019-01-15
BOM500371,SAMTEL INDIA LTD.-$ EOD Prices,End of Day prices and additional trading information for SAMTEL INDIA LTD.-$ EOD Prices.,2019-02-01 13:23:48,1992-03-02,2019-01-15
BOM500372,SAMTEL COLOR LTD. EOD Prices,End of Day prices and additional trading information for SAMTEL COLOR LTD. EOD Prices.,2019-02-01 13:23:48,1992-03-02,2018-07-18
BOM500378,JINDAL SAW LTD. EOD Prices,End of Day prices and additional trading information for JINDAL SAW LTD. EOD Prices.,2019-02-01 13:23:48,1992-03-02,2019-01-31
BOM500380,JK LAKSHMI CEMENT LTD. EOD Prices,End of Day prices and additional trading information for JK LAKSHMI CEMENT LTD. EOD Prices.,2019-02-01 13:23:48,1991-01-02,2019-01-31
BOM500387,SHREE CEMENT LTD. EOD Prices,End of Day prices and additional trading information for SHREE CEMENT LTD. EOD Prices.,2019-02-01 13:23:48,1992-03-02,2019-01-31
BOM500388,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD. EOD Prices.,2019-02-01 13:23:48,1996-04-22,2019-01-31
BOM500390,RELIANCE INFRASTRUCTURE LTD. EOD Prices,End of Day prices and additional trading information for RELIANCE INFRASTRUCTURE LTD. EOD Prices.,2019-02-01 13:23:48,1993-03-12,2019-01-31
BOM500394,SOLID CARBIDE TOOLS LTD. EOD Prices,End of Day prices and additional trading information for SOLID CARBIDE TOOLS LTD. EOD Prices.,2019-02-01 13:23:48,1995-05-02,2019-01-29
BOM500399,STEELCO GUJARAT LTD. EOD Prices,End of Day prices and additional trading information for STEELCO GUJARAT LTD. EOD Prices.,2019-02-01 13:23:48,1995-05-02,2019-01-31
BOM500400,TATA POWER CO.LTD. EOD Prices,End of Day prices and additional trading information for TATA POWER CO.LTD. EOD Prices.,2019-02-01 13:23:48,1991-01-02,2019-01-31
BOM500402,SPML Infra Limited EOD Prices,End of Day prices and additional trading information for SPML Infra Limited EOD Prices.,2019-02-01 13:23:48,1995-05-02,2019-01-31
BOM500403,SUNDRAM FASTENERS LTD. EOD Prices,End of Day prices and additional trading information for SUNDRAM FASTENERS LTD. EOD Prices.,2019-02-01 13:23:48,1992-03-03,2019-01-31
BOM500404,SUNFLAG IRON & STEEL CO.LTD. EOD Prices,End of Day prices and additional trading information for SUNFLAG IRON & STEEL CO.LTD. EOD Prices.,2019-02-01 13:23:48,1992-03-02,2019-01-31
BOM500405,SUPREME PETROCHEM LTD. EOD Prices,End of Day prices and additional trading information for SUPREME PETROCHEM LTD. EOD Prices.,2019-02-01 13:23:48,1995-05-02,2019-01-31
BOM500407,SWARAJ ENGINES LTD. EOD Prices,End of Day prices and additional trading information for SWARAJ ENGINES LTD. EOD Prices.,2019-02-01 13:23:48,2015-09-14,2019-01-31
BOM500408,TATA ELXSI LTD. EOD Prices,End of Day prices and additional trading information for TATA ELXSI LTD. EOD Prices.,2019-02-01 13:23:48,1995-05-02,2019-01-31
BOM500410,ACC LTD. EOD Prices,End of Day prices and additional trading information for ACC LTD. EOD Prices.,2019-02-01 13:23:48,1991-01-02,2019-01-31
BOM500411,THERMAX LTD. EOD Prices,End of Day prices and additional trading information for THERMAX LTD. EOD Prices.,2019-02-01 13:23:48,1995-05-02,2019-01-31
BOM500412,THIRUMALAI CHEMICALS LTD. EOD Prices,End of Day prices and additional trading information for THIRUMALAI CHEMICALS LTD. EOD Prices.,2019-02-01 13:23:48,1992-01-03,2019-01-31
BOM500413,THOMAS COOK (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for THOMAS COOK (INDIA) LTD. EOD Prices.,2019-02-01 13:23:48,1992-03-02,2019-01-31
BOM500414,TIMEX GROUP INDIA LTD.-$ EOD Prices,End of Day prices and additional trading information for TIMEX GROUP INDIA LTD.-$ EOD Prices.,2019-02-01 13:23:48,1995-05-02,2019-01-31
BOM500418,TOKYO PLAST INTERNATIONAL LTD. EOD Prices,End of Day prices and additional trading information for TOKYO PLAST INTERNATIONAL LTD. EOD Prices.,2019-02-01 13:23:48,1995-05-02,2019-01-31
BOM500420,TORRENT PHARMACEUTICALS LTD. EOD Prices,End of Day prices and additional trading information for TORRENT PHARMACEUTICALS LTD. EOD Prices.,2019-02-01 13:23:48,1995-05-02,2019-01-31
BOM500422,TRANSCHEM LTD.-$ EOD Prices,End of Day prices and additional trading information for TRANSCHEM LTD.-$ EOD Prices.,2019-02-01 13:23:48,1995-05-02,2019-01-30
BOM500425,AMBUJA CEMENTS LTD. EOD Prices,End of Day prices and additional trading information for AMBUJA CEMENTS LTD. EOD Prices.,2019-02-01 13:23:48,1991-01-02,2019-01-31
BOM500426,UTL Industries Limited EOD Prices,End of Day prices and additional trading information for UTL Industries Limited EOD Prices.,2019-02-01 13:23:48,1995-05-02,2019-01-31
BOM500429,UNIPHOS ENTERPRISES LTD. EOD Prices,End of Day prices and additional trading information for UNIPHOS ENTERPRISES LTD. EOD Prices.,2019-02-01 13:23:48,1992-03-02,2019-01-31
BOM500439,VARDHMAN HOLDINGS LTD. EOD Prices,End of Day prices and additional trading information for VARDHMAN HOLDINGS LTD. EOD Prices.,2019-02-01 13:23:48,1992-03-02,2019-01-31
BOM500440,HINDALCO INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for HINDALCO INDUSTRIES LTD. EOD Prices.,2019-02-01 13:23:48,1991-01-03,2019-01-31
BOM500444,WEST COAST PAPER MILLS LTD. EOD Prices,End of Day prices and additional trading information for WEST COAST PAPER MILLS LTD. EOD Prices.,2019-02-01 13:23:48,1992-03-02,2019-01-31
BOM500449,HINDUSTAN ORGANIC CHEMICALS LTD. EOD Prices,End of Day prices and additional trading information for HINDUSTAN ORGANIC CHEMICALS LTD. EOD Prices.,2019-02-01 13:23:48,1995-05-02,2019-01-31
BOM500450,MPIL CORPORATION LTD. EOD Prices,End of Day prices and additional trading information for MPIL CORPORATION LTD. EOD Prices.,2019-02-01 13:23:48,1992-03-02,2019-01-31
BOM500456,PASUPATI ACRYLON LTD. EOD Prices,End of Day prices and additional trading information for PASUPATI ACRYLON LTD. EOD Prices.,2019-02-01 13:23:48,1995-05-02,2019-01-31
BOM500458,Kore Foods Ltd EOD Prices,End of Day prices and additional trading information for Kore Foods Ltd EOD Prices.,2019-02-01 13:23:48,1992-03-02,2018-12-10
BOM500459,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD. EOD Prices,End of Day prices and additional trading information for PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD. EOD Prices.,2019-02-01 13:23:48,1992-03-02,2019-01-31
